seller_id,platform,category,kind,region,impressions,clicks,enrolled,risk_rating,manual_file_ingested,optin_cta_tagged,impression_tag_valid,click_date,enrollment_date,product_opted,campaign_id,seller_tenure_months,conversion_rate
SELL20377,Web,Toys,Enterprise,West,13,8,0,4.24,Yes,No,No,13-04-2025,,Subscription,CMP778,15,0.62
SELL20378,Web,Toys,Enterprise,North,11,6,1,1.05,No,Yes,Yes,16-02-2025,04-04-2025,Stored Value,CMP773,20,0.55
SELL20379,App,Home,Small Business,South,11,0,0,2.84,Yes,No,No,12-04-2025,,Subscription,CMP282,12,0
SELL20380,Mobile Web,Fashion,Enterprise,North,16,11,0,1.59,Yes,Yes,Yes,26-04-2025,,One-Time Fee,CMP508,16,0.69
SELL20381,App,Home,Enterprise,South,11,10,0,3.9,No,Yes,No,16-02-2025,,Stored Value,CMP100,23,0.91
SELL20382,App,Home,Small Business,East,5,4,0,1.47,No,No,No,14-03-2025,,Stored Value,CMP577,1,0.8
SELL20383,Mobile Web,Books,Small Business,East,6,6,1,3.86,No,Yes,No,16-02-2025,02-02-2025,Subscription,CMP929,21,1
SELL20384,Mobile Web,Fashion,Individual,West,6,4,0,3.36,Yes,No,Yes,29-04-2025,,One-Time Fee,CMP397,31,0.67
SELL20385,App,Toys,Enterprise,East,1,1,1,3.15,Yes,No,Yes,01-02-2025,29-04-2025,One-Time Fee,CMP120,18,1
SELL20386,Mobile Web,Electronics,Small Business,South,1,1,0,2.66,No,Yes,No,31-01-2025,,Stored Value,CMP412,7,1
SELL20387,Mobile Web,Electronics,Enterprise,East,4,1,1,4.45,Yes,No,Yes,14-04-2025,02-04-2025,Subscription,CMP858,2,0.25
SELL20388,App,Electronics,Individual,South,14,7,1,2.13,No,Yes,Yes,22-03-2025,20-02-2025,One-Time Fee,CMP914,21,0.5
SELL20389,Mobile Web,Toys,Individual,North,5,3,1,1.6,No,Yes,Yes,16-02-2025,20-03-2025,One-Time Fee,CMP117,6,0.6
SELL20390,Web,Toys,Enterprise,North,11,8,1,1.92,No,No,No,08-04-2025,31-01-2025,Stored Value,CMP795,4,0.73
SELL20391,App,Electronics,Individual,West,18,5,1,4.98,No,Yes,No,09-04-2025,24-02-2025,Stored Value,CMP396,27,0.28
SELL20392,Mobile Web,Home,Small Business,East,16,6,0,4.28,Yes,No,Yes,09-04-2025,,One-Time Fee,CMP271,20,0.38
SELL20393,App,Home,Small Business,South,3,3,0,3.76,No,No,No,22-04-2025,,One-Time Fee,CMP219,1,1
SELL20394,App,Fashion,Individual,East,7,5,1,1.21,Yes,No,No,19-03-2025,23-03-2025,Subscription,CMP747,14,0.71
SELL20395,Web,Electronics,Small Business,South,17,4,0,3.87,Yes,Yes,No,18-02-2025,,One-Time Fee,CMP797,25,0.24
SELL20396,Mobile Web,Electronics,Individual,North,8,1,1,4.94,No,Yes,Yes,31-03-2025,30-03-2025,Stored Value,CMP279,3,0.12
SELL20397,App,Fashion,Small Business,South,13,3,0,1.21,No,No,No,30-03-2025,,Subscription,CMP705,12,0.23
SELL20398,Web,Electronics,Enterprise,West,7,1,1,2.68,Yes,Yes,Yes,10-03-2025,30-01-2025,Stored Value,CMP444,23,0.14
SELL20399,App,Electronics,Individual,South,20,5,1,2.91,Yes,No,No,19-03-2025,17-04-2025,Stored Value,CMP169,21,0.25
SELL20400,Mobile Web,Toys,Enterprise,South,15,15,0,2.89,Yes,Yes,No,25-04-2025,,One-Time Fee,CMP272,4,1
SELL20401,App,Toys,Small Business,North,18,16,1,2.8,No,No,Yes,19-04-2025,17-04-2025,One-Time Fee,CMP961,33,0.89
SELL20402,Web,Home,Enterprise,North,3,3,1,4.31,Yes,No,No,03-02-2025,30-03-2025,One-Time Fee,CMP911,33,1
SELL20403,App,Home,Small Business,South,2,0,0,1.15,No,Yes,No,02-04-2025,,One-Time Fee,CMP947,14,0
SELL20404,Mobile Web,Home,Individual,East,6,5,1,3.48,No,No,Yes,27-04-2025,21-03-2025,Subscription,CMP642,12,0.83
SELL20405,Web,Fashion,Individual,West,7,7,1,4.17,Yes,No,No,25-03-2025,03-03-2025,Subscription,CMP638,30,1
SELL20406,Web,Books,Small Business,North,16,3,1,4.56,No,No,Yes,19-04-2025,07-03-2025,One-Time Fee,CMP337,36,0.19
SELL20407,App,Home,Enterprise,West,2,1,1,3.56,Yes,Yes,No,10-04-2025,29-04-2025,One-Time Fee,CMP423,29,0.5
SELL20408,App,Toys,Enterprise,North,12,4,0,3.48,Yes,Yes,No,16-02-2025,,Subscription,CMP470,27,0.33
SELL20409,App,Fashion,Enterprise,West,12,4,1,3,Yes,Yes,Yes,11-03-2025,16-03-2025,Stored Value,CMP669,28,0.33
SELL20410,Mobile Web,Electronics,Small Business,East,8,0,0,4.59,No,No,Yes,08-04-2025,,One-Time Fee,CMP264,17,0
SELL20411,App,Books,Small Business,North,7,1,1,3.42,No,No,No,02-04-2025,27-02-2025,Subscription,CMP660,16,0.14
SELL20412,App,Fashion,Enterprise,West,12,8,1,4.53,Yes,No,No,09-03-2025,15-02-2025,Subscription,CMP737,7,0.67
SELL20413,Mobile Web,Books,Individual,East,15,3,0,2.11,Yes,No,No,15-04-2025,,Subscription,CMP701,7,0.2
SELL20414,Web,Fashion,Enterprise,West,3,1,1,2.32,No,No,Yes,14-04-2025,09-02-2025,One-Time Fee,CMP425,34,0.33
SELL20415,Mobile Web,Books,Small Business,South,14,5,0,4.29,No,Yes,No,14-03-2025,,One-Time Fee,CMP604,24,0.36
SELL20416,App,Fashion,Individual,South,16,4,1,2.89,No,No,No,12-04-2025,20-04-2025,Subscription,CMP683,33,0.25
SELL20417,Mobile Web,Books,Small Business,East,20,8,1,4.11,No,Yes,Yes,16-03-2025,18-04-2025,Subscription,CMP467,18,0.4
SELL20418,Mobile Web,Home,Enterprise,West,3,1,0,4.89,Yes,No,Yes,31-01-2025,,Subscription,CMP198,4,0.33
SELL20419,Mobile Web,Home,Enterprise,West,14,3,1,1.89,No,Yes,Yes,05-02-2025,10-03-2025,Subscription,CMP670,12,0.21
SELL20420,App,Toys,Small Business,East,13,1,0,4.66,No,No,No,25-04-2025,,One-Time Fee,CMP951,16,0.08
SELL20421,Web,Toys,Small Business,South,4,1,0,2.99,No,No,Yes,14-02-2025,,Subscription,CMP640,20,0.25
SELL20422,Web,Electronics,Individual,East,20,5,0,3.45,No,Yes,Yes,08-02-2025,,Stored Value,CMP583,12,0.25
SELL20423,App,Books,Enterprise,South,18,11,1,2.3,No,No,Yes,25-03-2025,09-02-2025,Subscription,CMP578,31,0.61
SELL20424,App,Books,Enterprise,North,20,7,1,3.63,No,Yes,No,11-02-2025,13-03-2025,Subscription,CMP127,10,0.35
SELL20425,App,Electronics,Enterprise,North,1,0,0,4.32,Yes,No,Yes,28-03-2025,,Subscription,CMP699,22,0
SELL20426,Mobile Web,Toys,Small Business,West,10,10,1,2.63,No,No,Yes,05-02-2025,30-01-2025,One-Time Fee,CMP814,3,1
SELL20427,Mobile Web,Toys,Small Business,West,6,1,1,3.52,Yes,No,Yes,19-03-2025,01-03-2025,One-Time Fee,CMP382,13,0.17
SELL20428,App,Electronics,Individual,East,16,13,0,2.13,Yes,Yes,No,29-04-2025,,Subscription,CMP675,31,0.81
SELL20429,Mobile Web,Books,Small Business,East,20,8,0,1.96,Yes,No,Yes,16-02-2025,,Subscription,CMP302,31,0.4
SELL20430,App,Electronics,Enterprise,North,5,2,0,4.89,Yes,No,No,26-04-2025,,Stored Value,CMP486,6,0.4
SELL20431,Web,Books,Enterprise,South,5,1,1,2.7,Yes,No,Yes,02-04-2025,11-02-2025,One-Time Fee,CMP652,16,0.2
SELL20432,App,Fashion,Individual,East,14,0,0,4.39,No,Yes,No,23-03-2025,,Subscription,CMP654,32,0
SELL20433,App,Home,Small Business,North,1,1,1,1.48,No,No,No,05-02-2025,04-03-2025,Stored Value,CMP586,5,1
SELL20434,Mobile Web,Home,Individual,North,7,0,0,2.17,Yes,No,Yes,09-03-2025,,One-Time Fee,CMP268,36,0
SELL20435,Web,Toys,Small Business,South,15,0,0,2.38,Yes,No,No,01-04-2025,,Stored Value,CMP833,23,0
SELL20436,Mobile Web,Toys,Individual,West,4,3,1,4.57,No,Yes,Yes,08-03-2025,22-03-2025,One-Time Fee,CMP855,9,0.75
SELL20437,Mobile Web,Fashion,Small Business,West,4,4,0,4.66,No,No,Yes,09-03-2025,,Stored Value,CMP461,10,1
SELL20438,Web,Toys,Individual,West,11,4,1,3.07,No,Yes,Yes,28-03-2025,02-04-2025,Subscription,CMP411,33,0.36
SELL20439,Mobile Web,Books,Enterprise,South,7,2,0,4.53,Yes,No,Yes,30-03-2025,,One-Time Fee,CMP622,31,0.29
SELL20440,App,Home,Enterprise,South,2,0,0,2.75,No,No,Yes,26-03-2025,,One-Time Fee,CMP238,17,0
SELL20441,App,Electronics,Individual,South,9,5,0,4.25,No,No,Yes,09-03-2025,,Stored Value,CMP676,34,0.56
SELL20442,App,Electronics,Enterprise,West,10,10,1,1.63,Yes,Yes,No,17-04-2025,12-04-2025,Subscription,CMP993,3,1
SELL20443,Web,Fashion,Enterprise,West,11,4,1,4,Yes,Yes,No,24-04-2025,17-02-2025,Subscription,CMP104,26,0.36
SELL20444,App,Electronics,Enterprise,East,17,1,0,2.62,Yes,Yes,Yes,03-02-2025,,One-Time Fee,CMP191,6,0.06
SELL20445,App,Fashion,Individual,North,11,0,0,2.16,No,Yes,Yes,30-03-2025,,Subscription,CMP570,14,0
SELL20446,App,Books,Individual,East,3,3,1,3.71,No,No,Yes,11-04-2025,12-04-2025,Subscription,CMP874,24,1
SELL20447,Mobile Web,Toys,Individual,South,7,0,0,4.49,Yes,No,No,09-03-2025,,Subscription,CMP485,6,0
SELL20448,Web,Fashion,Small Business,West,19,11,1,1.4,No,No,No,28-02-2025,05-02-2025,One-Time Fee,CMP484,7,0.58
SELL20449,Mobile Web,Toys,Small Business,East,10,10,1,2.15,Yes,Yes,No,30-03-2025,06-04-2025,One-Time Fee,CMP771,24,1
SELL20450,App,Toys,Small Business,East,8,6,0,2.04,No,Yes,No,18-04-2025,,Subscription,CMP876,23,0.75
SELL20451,App,Fashion,Enterprise,North,14,13,0,3.67,Yes,No,No,10-03-2025,,One-Time Fee,CMP854,34,0.93
SELL20452,App,Electronics,Enterprise,South,17,17,1,4.84,Yes,Yes,Yes,02-03-2025,04-03-2025,Stored Value,CMP659,16,1
SELL20453,Mobile Web,Toys,Enterprise,West,10,0,0,2.59,Yes,Yes,No,02-03-2025,,Subscription,CMP348,16,0
SELL20454,Mobile Web,Toys,Individual,West,2,0,0,3.97,Yes,No,No,23-02-2025,,Stored Value,CMP464,35,0
SELL20455,Mobile Web,Home,Small Business,East,4,2,1,1.78,Yes,No,No,14-02-2025,24-03-2025,One-Time Fee,CMP594,26,0.5
SELL20456,Mobile Web,Electronics,Individual,East,19,3,0,2.88,No,Yes,Yes,11-04-2025,,Subscription,CMP154,6,0.16
SELL20457,Mobile Web,Electronics,Enterprise,West,8,8,1,4.35,No,Yes,No,06-04-2025,16-03-2025,One-Time Fee,CMP476,12,1
SELL20458,Web,Electronics,Individual,East,18,9,1,3.79,No,No,Yes,25-03-2025,08-02-2025,Subscription,CMP108,32,0.5
SELL20459,Mobile Web,Fashion,Small Business,West,18,13,1,1.12,No,No,No,11-04-2025,13-02-2025,Stored Value,CMP779,8,0.72
SELL20460,Mobile Web,Electronics,Enterprise,North,1,1,1,2.15,Yes,Yes,No,16-04-2025,25-04-2025,Subscription,CMP753,3,1
SELL20461,Mobile Web,Toys,Small Business,North,11,7,1,1.02,Yes,No,No,02-03-2025,02-04-2025,Stored Value,CMP616,25,0.64
SELL20462,App,Home,Individual,West,12,5,1,2.81,No,Yes,Yes,28-02-2025,22-03-2025,Subscription,CMP394,30,0.42
SELL20463,Web,Books,Small Business,South,20,19,1,3.79,Yes,Yes,No,16-02-2025,22-04-2025,Subscription,CMP945,26,0.95
SELL20464,App,Books,Individual,East,15,4,1,4.46,Yes,No,Yes,06-02-2025,27-03-2025,Stored Value,CMP383,28,0.27
SELL20465,Web,Books,Enterprise,East,14,0,1,2.86,No,Yes,Yes,17-03-2025,17-03-2025,Stored Value,CMP148,1,0
SELL20466,Web,Home,Enterprise,East,6,4,1,1.11,Yes,No,No,22-03-2025,29-03-2025,Stored Value,CMP743,30,0.67
SELL20467,Web,Fashion,Small Business,West,13,1,1,4.34,No,No,Yes,31-03-2025,11-04-2025,Subscription,CMP143,2,0.08
SELL20468,Mobile Web,Electronics,Small Business,West,16,8,0,2.06,Yes,No,No,26-04-2025,,Stored Value,CMP501,25,0.5
SELL20469,Web,Books,Enterprise,West,14,2,0,3.56,Yes,Yes,Yes,19-03-2025,,One-Time Fee,CMP594,27,0.14
SELL20470,Web,Electronics,Small Business,West,7,7,1,1.3,No,No,No,08-03-2025,18-03-2025,Stored Value,CMP137,5,1
SELL20471,Web,Toys,Individual,East,4,3,0,1.85,No,No,No,12-02-2025,,Stored Value,CMP835,12,0.75
SELL20472,Web,Electronics,Enterprise,West,1,0,1,2.04,Yes,Yes,Yes,26-04-2025,16-02-2025,One-Time Fee,CMP135,28,0
SELL20473,Web,Toys,Enterprise,East,20,12,0,4.12,Yes,Yes,Yes,11-02-2025,,Stored Value,CMP897,3,0.6
SELL20474,App,Toys,Small Business,South,14,12,0,4.42,No,Yes,No,11-04-2025,,Subscription,CMP966,9,0.86
SELL20475,Web,Books,Enterprise,South,11,5,1,2.71,Yes,Yes,No,23-04-2025,21-04-2025,Stored Value,CMP364,15,0.45
SELL20476,Web,Toys,Small Business,East,20,2,1,1.29,Yes,No,Yes,28-04-2025,07-04-2025,Stored Value,CMP391,8,0.1
SELL20477,Mobile Web,Home,Individual,East,2,2,0,4.77,No,No,No,15-03-2025,,Stored Value,CMP786,32,1
SELL20478,Web,Home,Enterprise,East,17,10,1,2.43,No,No,Yes,21-02-2025,19-04-2025,One-Time Fee,CMP858,5,0.59
SELL20479,Web,Electronics,Small Business,South,7,5,1,4.14,No,Yes,Yes,09-02-2025,09-03-2025,One-Time Fee,CMP515,4,0.71
SELL20480,Mobile Web,Home,Enterprise,North,16,6,1,2.88,No,Yes,Yes,20-02-2025,09-02-2025,One-Time Fee,CMP852,13,0.38
SELL20481,Web,Fashion,Individual,North,20,10,1,2.73,Yes,Yes,Yes,30-01-2025,22-02-2025,One-Time Fee,CMP101,7,0.5
SELL20482,Web,Home,Enterprise,West,16,3,1,2.77,Yes,Yes,No,19-02-2025,22-04-2025,Stored Value,CMP761,20,0.19
SELL20483,App,Books,Small Business,North,6,3,0,4.03,No,Yes,Yes,07-04-2025,,Subscription,CMP943,1,0.5
SELL20484,Mobile Web,Toys,Enterprise,South,1,0,0,1.99,No,Yes,No,29-04-2025,,One-Time Fee,CMP867,15,0
SELL20485,App,Toys,Individual,West,5,1,1,2.7,Yes,No,No,20-03-2025,12-02-2025,Subscription,CMP593,2,0.2
SELL20486,Mobile Web,Toys,Enterprise,South,3,2,1,4.34,Yes,Yes,No,01-03-2025,01-04-2025,Stored Value,CMP550,20,0.67
SELL20487,Web,Home,Small Business,West,13,1,1,4.69,No,Yes,Yes,26-02-2025,12-04-2025,Stored Value,CMP135,4,0.08
SELL20488,App,Electronics,Small Business,West,19,15,1,2.26,No,Yes,Yes,09-02-2025,18-03-2025,One-Time Fee,CMP740,11,0.79
SELL20489,Web,Fashion,Individual,West,3,0,1,3.4,No,No,Yes,05-04-2025,17-02-2025,Subscription,CMP563,10,0
SELL20490,App,Books,Enterprise,West,9,0,0,2.65,Yes,Yes,No,22-02-2025,,Subscription,CMP340,21,0
SELL20491,Web,Electronics,Enterprise,West,16,13,0,4.82,No,No,Yes,07-03-2025,,One-Time Fee,CMP892,32,0.81
SELL20492,Web,Home,Individual,West,11,10,1,2.39,No,No,No,12-03-2025,27-03-2025,Stored Value,CMP185,24,0.91
SELL20493,App,Toys,Individual,West,3,0,0,4.42,No,Yes,Yes,12-02-2025,,Subscription,CMP491,20,0
SELL20494,App,Home,Individual,South,9,3,0,2.69,Yes,Yes,No,24-04-2025,,One-Time Fee,CMP501,28,0.33
SELL20495,Web,Toys,Small Business,North,14,5,1,1.12,Yes,Yes,Yes,24-03-2025,01-04-2025,Stored Value,CMP575,17,0.36
SELL20496,Web,Books,Enterprise,South,8,8,1,2.8,No,Yes,Yes,26-03-2025,26-03-2025,Subscription,CMP908,6,1
SELL20497,App,Electronics,Small Business,East,2,1,1,4.73,Yes,No,Yes,12-04-2025,01-02-2025,Subscription,CMP781,15,0.5
SELL20498,Mobile Web,Toys,Individual,South,5,0,0,3.18,No,No,No,12-03-2025,,Stored Value,CMP709,18,0
SELL20499,Web,Toys,Individual,East,20,0,0,2.56,Yes,No,Yes,06-02-2025,,Stored Value,CMP602,32,0
SELL20500,Web,Books,Small Business,South,3,1,0,2.01,No,Yes,No,05-03-2025,,Subscription,CMP135,18,0.33
SELL20501,Mobile Web,Electronics,Individual,West,18,13,1,3.49,Yes,Yes,Yes,05-04-2025,25-02-2025,Stored Value,CMP162,23,0.72
SELL20502,App,Toys,Individual,West,19,19,1,3.29,No,Yes,Yes,13-04-2025,26-04-2025,One-Time Fee,CMP894,12,1
SELL20503,App,Books,Enterprise,East,3,0,0,1.44,No,Yes,No,28-02-2025,,Subscription,CMP361,16,0
SELL20504,Mobile Web,Home,Individual,West,13,1,0,3.58,Yes,No,No,21-02-2025,,One-Time Fee,CMP237,5,0.08
SELL20505,Mobile Web,Toys,Small Business,East,16,0,0,4.26,No,Yes,Yes,27-03-2025,,Subscription,CMP932,18,0
SELL20506,Web,Toys,Enterprise,South,14,12,1,4.45,No,No,Yes,09-02-2025,16-04-2025,Subscription,CMP272,35,0.86
SELL20507,Mobile Web,Toys,Individual,South,20,12,1,1.26,No,Yes,Yes,01-03-2025,11-04-2025,Stored Value,CMP216,29,0.6
SELL20508,App,Books,Enterprise,North,19,13,1,2.28,No,No,Yes,14-02-2025,20-02-2025,Stored Value,CMP558,16,0.68
SELL20509,Web,Electronics,Small Business,South,4,2,1,2.02,No,No,Yes,05-04-2025,28-02-2025,One-Time Fee,CMP871,24,0.5
SELL20510,App,Toys,Small Business,South,20,2,1,1.39,No,No,No,24-03-2025,05-04-2025,Stored Value,CMP307,23,0.1
SELL20511,Web,Home,Small Business,West,5,1,1,4.9,No,Yes,No,12-03-2025,21-04-2025,One-Time Fee,CMP610,35,0.2
SELL20512,App,Books,Small Business,West,7,3,1,1.57,Yes,Yes,No,01-02-2025,04-04-2025,Subscription,CMP601,28,0.43
SELL20513,Mobile Web,Fashion,Enterprise,East,20,5,1,2.56,No,Yes,Yes,18-03-2025,30-01-2025,One-Time Fee,CMP365,15,0.25
SELL20514,Mobile Web,Home,Enterprise,West,13,2,1,1.05,No,Yes,No,21-02-2025,21-02-2025,Stored Value,CMP306,35,0.15
SELL20515,Mobile Web,Home,Small Business,North,1,1,1,4.36,Yes,Yes,Yes,18-04-2025,05-04-2025,Subscription,CMP715,5,1
SELL20516,Mobile Web,Home,Individual,North,12,5,1,1.34,Yes,No,No,23-04-2025,21-03-2025,One-Time Fee,CMP531,29,0.42
SELL20517,Mobile Web,Books,Individual,North,7,5,1,4.77,No,No,Yes,07-04-2025,11-03-2025,One-Time Fee,CMP828,33,0.71
SELL20518,Mobile Web,Fashion,Enterprise,South,15,4,1,1.28,No,No,No,02-02-2025,31-03-2025,Subscription,CMP273,19,0.27
SELL20519,Web,Fashion,Enterprise,South,3,3,1,1.07,No,No,No,06-02-2025,14-04-2025,Stored Value,CMP261,30,1
SELL20520,App,Toys,Individual,East,7,3,1,3.17,No,No,Yes,23-02-2025,15-03-2025,One-Time Fee,CMP684,30,0.43
SELL20521,Web,Electronics,Small Business,South,16,8,1,1.15,No,Yes,No,17-03-2025,06-04-2025,One-Time Fee,CMP713,31,0.5
SELL20522,Web,Electronics,Individual,East,11,0,1,2.42,Yes,Yes,Yes,19-04-2025,04-04-2025,Subscription,CMP700,24,0
SELL20523,Web,Electronics,Small Business,North,14,4,1,2.88,Yes,Yes,Yes,11-03-2025,01-03-2025,Stored Value,CMP246,21,0.29
SELL20524,Mobile Web,Fashion,Small Business,South,5,2,1,1.1,Yes,No,Yes,20-02-2025,09-04-2025,One-Time Fee,CMP501,16,0.4
SELL20525,Mobile Web,Toys,Small Business,North,8,1,1,2.49,Yes,Yes,Yes,23-02-2025,22-02-2025,Subscription,CMP665,2,0.12
SELL20526,App,Electronics,Enterprise,North,11,9,0,4.58,No,Yes,No,21-04-2025,,Subscription,CMP487,19,0.82
SELL20527,App,Electronics,Enterprise,North,8,8,0,2.73,Yes,No,Yes,28-02-2025,,Stored Value,CMP145,30,1
SELL20528,Web,Toys,Small Business,East,5,0,0,2.16,Yes,Yes,Yes,02-03-2025,,Stored Value,CMP292,19,0
SELL20529,App,Fashion,Small Business,East,14,11,1,3.42,No,No,No,26-04-2025,31-01-2025,Stored Value,CMP101,5,0.79
SELL20530,Web,Home,Small Business,North,4,1,1,2.83,No,No,No,31-03-2025,04-04-2025,One-Time Fee,CMP686,9,0.25
SELL20531,Web,Electronics,Enterprise,East,13,11,1,2.34,No,No,No,28-04-2025,03-03-2025,Stored Value,CMP358,32,0.85
SELL20532,Mobile Web,Home,Small Business,South,11,5,0,3.52,No,Yes,Yes,10-04-2025,,One-Time Fee,CMP758,25,0.45
SELL20533,Web,Electronics,Enterprise,South,10,9,1,2.51,No,Yes,Yes,14-04-2025,23-02-2025,Stored Value,CMP507,8,0.9
SELL20534,Web,Fashion,Enterprise,West,13,10,1,2.63,No,Yes,No,09-02-2025,10-03-2025,Stored Value,CMP631,19,0.77
SELL20535,Mobile Web,Fashion,Individual,East,18,9,1,1.03,Yes,Yes,Yes,21-03-2025,18-03-2025,Subscription,CMP281,32,0.5
SELL20536,App,Electronics,Enterprise,South,11,4,0,4.07,No,No,No,14-03-2025,,One-Time Fee,CMP318,16,0.36
SELL20537,Web,Toys,Small Business,East,11,1,1,2.06,No,Yes,Yes,15-02-2025,14-02-2025,Subscription,CMP275,10,0.09
SELL20538,Mobile Web,Books,Enterprise,West,3,2,1,2.44,Yes,Yes,Yes,12-03-2025,25-02-2025,Stored Value,CMP307,6,0.67
SELL20539,App,Fashion,Individual,East,12,9,1,3.57,Yes,Yes,No,09-04-2025,13-04-2025,Subscription,CMP235,24,0.75
SELL20540,App,Electronics,Small Business,South,12,7,0,4.35,Yes,Yes,No,06-02-2025,,One-Time Fee,CMP605,9,0.58
SELL20541,App,Electronics,Individual,North,14,8,0,1.35,No,Yes,Yes,20-03-2025,,Subscription,CMP910,3,0.57
SELL20542,App,Home,Individual,West,12,0,0,4.01,Yes,Yes,Yes,21-03-2025,,Subscription,CMP280,9,0
SELL20543,App,Fashion,Enterprise,North,17,4,1,3.87,Yes,No,No,11-03-2025,10-04-2025,Stored Value,CMP947,5,0.24
SELL20544,Web,Toys,Small Business,North,12,6,0,2.98,Yes,Yes,No,17-04-2025,,One-Time Fee,CMP164,13,0.5
SELL20545,App,Books,Enterprise,North,20,9,1,2.48,No,No,No,27-03-2025,30-03-2025,Subscription,CMP273,13,0.45
SELL20546,App,Toys,Small Business,North,19,18,1,1.4,No,Yes,Yes,16-03-2025,12-02-2025,One-Time Fee,CMP680,11,0.95
SELL20547,App,Books,Individual,South,20,5,1,3.37,No,No,No,01-02-2025,26-03-2025,One-Time Fee,CMP104,12,0.25
SELL20548,Mobile Web,Toys,Enterprise,East,8,6,1,4.73,No,Yes,No,05-04-2025,29-04-2025,Stored Value,CMP324,24,0.75
SELL20549,Web,Fashion,Individual,North,12,2,0,1.37,No,Yes,Yes,14-04-2025,,Subscription,CMP927,22,0.17
SELL20550,App,Electronics,Individual,West,16,7,0,2.36,Yes,Yes,Yes,07-03-2025,,One-Time Fee,CMP699,15,0.44
SELL20551,App,Electronics,Enterprise,East,15,5,0,3.57,No,Yes,No,01-03-2025,,Subscription,CMP920,33,0.33
SELL20552,App,Toys,Individual,West,8,8,1,1.12,No,No,No,08-04-2025,15-03-2025,Stored Value,CMP449,33,1
SELL20553,Web,Home,Enterprise,North,8,2,1,2.02,Yes,Yes,Yes,27-03-2025,10-04-2025,Stored Value,CMP193,11,0.25
SELL20554,Web,Home,Enterprise,West,19,11,0,2.12,No,No,Yes,11-04-2025,,One-Time Fee,CMP604,14,0.58
SELL20555,App,Toys,Small Business,North,18,9,1,4.73,No,No,Yes,12-03-2025,02-04-2025,One-Time Fee,CMP739,18,0.5
SELL20556,Mobile Web,Toys,Small Business,East,16,9,1,3.36,Yes,No,Yes,01-04-2025,17-02-2025,Stored Value,CMP389,22,0.56
SELL20557,Web,Fashion,Enterprise,West,19,7,1,1.56,Yes,No,No,02-03-2025,06-02-2025,Stored Value,CMP675,5,0.37
SELL20558,Web,Toys,Small Business,North,7,7,1,1.28,Yes,Yes,No,19-03-2025,14-04-2025,Subscription,CMP144,8,1
SELL20559,Web,Electronics,Individual,North,3,2,1,2.54,Yes,No,No,11-02-2025,09-03-2025,One-Time Fee,CMP863,2,0.67
SELL20560,App,Toys,Individual,East,8,2,1,3.18,No,Yes,Yes,17-04-2025,16-03-2025,Stored Value,CMP338,31,0.25
SELL20561,Mobile Web,Fashion,Individual,North,14,7,1,2.77,Yes,Yes,No,16-03-2025,21-03-2025,Stored Value,CMP666,16,0.5
SELL20562,App,Home,Individual,West,4,3,1,2.43,No,Yes,No,24-04-2025,09-03-2025,Subscription,CMP221,28,0.75
SELL20563,Web,Books,Individual,East,3,1,1,3.41,Yes,No,No,15-04-2025,22-02-2025,Stored Value,CMP456,35,0.33
SELL20564,App,Books,Individual,North,18,2,1,2.76,No,Yes,Yes,07-03-2025,09-03-2025,One-Time Fee,CMP469,24,0.11
SELL20565,Mobile Web,Home,Enterprise,South,20,16,1,3.44,No,Yes,No,09-04-2025,19-04-2025,One-Time Fee,CMP467,17,0.8
SELL20566,App,Electronics,Enterprise,West,20,10,1,2.34,No,No,Yes,23-03-2025,21-02-2025,Subscription,CMP694,4,0.5
SELL20567,Mobile Web,Toys,Enterprise,South,20,2,1,4.46,No,Yes,Yes,24-03-2025,25-02-2025,Subscription,CMP217,18,0.1
SELL20568,Web,Electronics,Individual,East,18,16,0,1.79,Yes,No,Yes,31-03-2025,,Subscription,CMP804,15,0.89
SELL20569,Mobile Web,Electronics,Individual,South,15,0,0,4.21,Yes,No,Yes,08-02-2025,,Subscription,CMP748,14,0
SELL20570,Mobile Web,Home,Small Business,East,10,10,1,2.56,No,No,Yes,08-04-2025,03-04-2025,Stored Value,CMP305,7,1
SELL20571,Web,Electronics,Individual,West,8,1,0,3.6,Yes,No,Yes,28-02-2025,,Stored Value,CMP304,30,0.12
SELL20572,Web,Electronics,Small Business,East,8,3,1,4.2,Yes,No,No,21-02-2025,19-03-2025,Stored Value,CMP748,8,0.38
SELL20573,Mobile Web,Home,Individual,South,12,4,1,2.86,No,No,No,07-02-2025,09-04-2025,One-Time Fee,CMP975,30,0.33
SELL20574,App,Books,Enterprise,North,10,9,1,2.56,Yes,Yes,No,05-03-2025,05-04-2025,Subscription,CMP319,28,0.9
SELL20575,Mobile Web,Electronics,Individual,North,5,0,0,3.68,Yes,No,Yes,15-04-2025,,Stored Value,CMP112,27,0
SELL20576,Web,Home,Small Business,East,11,1,0,1.98,No,Yes,No,27-02-2025,,One-Time Fee,CMP238,34,0.09
SELL20577,App,Electronics,Individual,North,12,1,1,1.72,Yes,No,Yes,11-03-2025,13-02-2025,Subscription,CMP325,18,0.08
SELL20578,Web,Books,Small Business,North,1,1,1,4.11,Yes,Yes,No,28-02-2025,09-03-2025,One-Time Fee,CMP451,4,1
SELL20579,Mobile Web,Fashion,Enterprise,East,9,9,0,2.11,No,Yes,No,23-03-2025,,Stored Value,CMP943,9,1
